Randomized Student ID,Start Term,Enrollment Type,Pell,First Gen,Legal Sex,Student of Color?,Retention,Weighted HS GPA,LC GPA,Major Division,AcademicMotivation_Indicator,Grit_Indicator,Worries_Indicator,AcMo_WorkHardLearn,AcMo_TestSuccessPrep,AcMo_HSReadAboveReq,AcMo_TalkTchOutClass,AcMo_GoodGradesImp,AcMo_ChallengeMaterial,AcMo_ImpAcademicExp,AcMo_EnjoyAcademicExp,Conf_AttendInst,Conf_KnowMajor,Grit_IgnoreSetbacks,Grit_HardWork,Grit_FinishThings,Grit_Diligent,Grit_OvercomeSetbacks,CollGoals_MeaningfulCareer,CollGoals_LearnPrepForLife,CollGoals_IntPersChallenges,CollGoals_Friendships,CollGoals_DoWithLife,CollGoals_FinSuppSelf,CollGoals_GoodLifeFamily,CollGoals_FamilyProud,CollGoals_GiveBack,CollGoals_GradSchool,CollGoals_PositiveImpact,CollGoals_Other,CollGoals_Other_TEXT,CollGoals_total,Worries_DoWellAcad,Worries_MakeFriends,Worries_PayBills,Worries_MeetingExpect,Worries_BalancingResp,Worries_MentalHealth,Worries_FigureOutLife,Worries_Societalssues,Worries_EnoughFood,Worries_PlaceToSleep,Hours_PrepForClass,Hours_Extracurriculars,Hours_Working,SuccessfulLife_TEXT,SupportYou_TEXT
7899998451,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.33,3.78,Arts and Humanities,3.875,4.4,2.5,4,4,3,4,4,5,4,3,4,2,4,5,4,4,5,1,1,1,0,0,1,1,0,1,0,1,0,,1,2,2,2,3,3,3,4,4,1,1,4,3,3,,
7916933668,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,3.98,3.93,No Longer Enrolled at Institution,3.63,3.4,2.5,5,5,2,1,5,4,4,3,1,4,3,5,3,3,3,1,1,0,0,0,1,0,1,0,0,1,0,,1,2,3,4,3,3,4,1,3,1,1,5,2,3,I work as a park ranger or an environmental researcher. I have a nice house in the suburbs where I foster older kids.,
7923989316,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.44,4.00,Undecided,3.88,3.80,2.10,5,5,2,4,5,4,4,2,4,3,3,5,3,4,4,1,1,0,1,0,0,0,0,1,0,1,0,,1,2,3,2,2,2,1,4,3,1,1,5,3,2,"I am traveling and pursuing research that is important to me, and taking action for the betterment of a community",Help me explore all the courses and passions that I can
7951742021,23/FA,New Transfer,Pell,Not 1st Gen,Female,Non-Student of Color,-,-,3.50,Arts and Humanities,4.63,4.80,3.00,5,5,4,5,5,5,5,3,4,4,5,5,4,5,5,1,0,1,0,0,1,1,0,0,1,0,0,,1,4,3,4,4,4,4,3,2,1,1,7,7,4,"Flute performance & private lessons, having a family.",I can’t think of anything right now.
7952623855,23/FA,"First-Time, First-Year",Pell,First Gen,Female,Student of Color,-,4.08,3.43,Undecided,3.75,4.80,2.50,5,4,2,2,5,4,5,3,2,2,4,5,5,5,5,1,0,0,1,0,1,0,1,0,1,0,0,,1,4,2,2,3,3,4,3,2,1,1,5,2,3,,
7958433366,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.31,4.00,Math and Natural Sciences,3.625,2.8,2.8,5,4,3,4,4,4,3,2,3,2,2,4,3,2,3,1,1,1,1,0,1,0,0,1,0,1,0,,1,4,3,2,4,4,2,3,4,1,1,4,3,1,I am working with an organization that is focused on environmental justice as a researcher. I am living with my long term partner and am able to give back to the community as well. I have a good core group of friends and I’m keeping in touch with my family.,Assist me in learning the material so that I may be able to do research in the future as well as help me be able to balance my social and academic life.
7975072975,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.11,3.33,No Longer Enrolled at Institution,2.75,4.4,3.4,2,3,2,1,5,3,4,2,1,1,4,5,3,5,5,1,1,1,1,0,1,1,1,0,1,0,0,,1,4,4,4,1,4,4,4,4,4,1,4,4,2,,
7975349168,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.74,2.74,Undecided,4.00,4.20,1.40,4,4,4,3,5,4,5,3,4,3,3,5,4,4,5,1,1,0,0,0,1,0,1,0,0,1,0,,1,2,1,1,1,2,2,1,2,1,1,3,2,2,I'm living well off of money that I make at my job. I hope to be working in a career that involves environmental biology. Hopefully it's a job that helps solve or alleviate some of the issues brought on by climate change.,I just need the Lews and Clark staff to be there for me if I'm ever lost or confused.
7980278816,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,4.33,3.86,Arts and Humanities,3.25,3.4,2.1,4,3,1,2,5,4,4,3,4,3,3,4,2,4,4,1,1,1,1,1,1,0,1,1,0,1,0,,1,3,2,2,2,2,2,3,3,1,1,5,4,5,"I have met or am close to my transition goals, i am living in a place i like with people that i love, i am working in theater either as a designer or a stage manager or i am running a leadership focused summer camp, or i am a teacher of tech theater or something else idk. I have time for hobbies and arts, I am finding more tangible ways to support my community, maybe im fostering queer youth. idk its kinda hard to think about the future when there are so many unknowns right now.","Im honestly not sure, i would love to participate in a lot of theater at LC, i would love to talk to any faculty members that have a lot of experience community organizing. I want to be involved in a lot of leadership experiences."
7982343251,23/FA,New Transfer,Not Pell,First Gen,Female,Non-Student of Color,-,-,4.00,Math and Natural Sciences,3.88,3.40,3.20,4,4,2,5,5,5,3,3,3,3,2,5,4,3,3,1,1,0,0,0,1,0,0,1,0,1,0,,1,4,2,4,4,2,4,2,3,3,4,3,4,6,"Though I do have big plans and ideas for my future, the most prominent thing that could happen that would ensure my life is successful is being happy and able to overcome my mental setbacks.","I appreciate the Lewis & Clark faculty checking in with me, being there for me, and giving me the tools to grow into a better person."
7987368189,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.14,3.68,Undecided,3.75,4.60,2.80,5,5,2,3,5,4,4,2,3,3,4,5,5,5,4,1,1,1,1,0,1,0,1,1,1,1,0,,1,4,2,3,4,3,4,2,3,2,1,5,3,4,"Researching in a lab, hopefully discovering many things regarding neuroscience that help us understand our brain’s wiring and our genetic role within that. I hopefully am living comfortably, but also giving what I can to people in need. I don’t plan to be rich or anything like that, so living only to the standard of my comfortability.","Just provide help when needed. I will have a ton of questions all the time, so having people who know more able to answer questions and give support is all I need."
7998055212,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,International,-,4.89,3.92,Math and Natural Sciences,4.75,3.60,3.10,5,5,5,5,5,5,4,4,2,2,4,5,2,3,4,1,1,1,1,1,1,1,0,1,0,1,0,,1,4,2,3,4,4,3,4,3,1,3,4,2,3,"I think I have a sense of purpose and see how my work impacts others or leads towards achieving a greater goal. I would have a minimum working time, but generally I would be able to work at any time at my discretion. I would be able to spend enough time with my family and have diverse plans to do together.","I would really appreciate it if I could get some help understanding why I act the way I do and be able to reframe my thoughts if needed. For example, I think I've got used to pursuing the hardest classes and matters and spending a lot of time studying to prove that I'm able to handle the hardest things and achieve something, but this is something I do unconsciously and let these thoughts take control over me. In fact, there are jobs which you'd be able to either prepare for by studying skills online (e.g computer science), or you wouldn't have to do the most advanced science classes. I think I find it difficult to understand what I want to do based on my interests, or I'm just overthinking."
7999441129,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,4.06,3.29,Social Sciences,3.88,4.2,2.5,5,5,4,4,4,4,3,2,3,4,5,3,4,4,5,1,1,1,0,0,1,1,1,0,0,1,0,,1,3,1,4,3,3,4,3,2,1,1,4,4,3,I have a stable source of income that covers daily expenses. I’m happy about my life choices and have a vision to realize. I frequent people and do things that help me feel at peace.,"Support me through the stress, doubt and confusion that comes with living away from family."
8011951291,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.87,3.35,Undecided,3.63,4.00,2.20,4,4,3,4,4,3,4,3,4,4,3,4,4,4,5,0,0,1,0,0,1,0,0,1,1,0,0,,1,3,3,1,3,3,3,2,2,1,1,5,2,4,,
8016470292,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.27,1.90,Undecided,3.50,3.20,2.50,5,4,2,4,3,4,4,2,4,2,4,4,2,2,4,1,0,1,1,0,1,0,0,0,1,1,0,,1,2,2,1,3,4,3,4,4,1,1,4,5,1,"a successful life for myself simply includes having financial stability to do things I enjoy. I want to have the time and money to travel the world, experience new adventures and learn about different cultures.","I really enjoy classes when teachers are passionate about their subjects, It makes learning much easier for me. I hope L&C teachers will be passionate and energetic about the school, and the classes they teach."
8021967392,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.35,3.81,Undecided,3.88,5,2.3,5,4,3,2,5,5,4,3,3,2,5,5,5,5,5,1,1,1,1,1,1,0,1,1,0,1,0,,1,3,3,2,3,2,3,2,3,1,1,3,3,1,,
8042445920,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,3.84,No GPA - did not complete first term,No Longer Enrolled at Institution,4.50,3.80,2.60,5,5,4,5,4,4,4,5,2,1,3,4,4,4,4,0,1,1,1,0,1,1,0,1,1,1,0,,1,3,3,3,2,3,4,4,2,1,1,3,5,2,I want to be in school for a while but after that I want to travel and research,
8047856771,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.21,3.58,Undecided,3.5,4,2,4,4,4,2,3,4,4,3,3,2,3,5,4,4,4,1,1,1,1,0,1,0,0,0,0,1,0,,1,1,2,3,2,3,2,3,2,1,1,,,,"Mostly I want to be safe and happy. If I can provide for myself and my family then that's enough. But, thinking big, I think I'd like to have a successful book series. I'm not sure I want to be famous, but I'd like to have fans. People who I've inspired and entertained.",
8048559643,23/FA,"First-Time, First-Year",Pell,First Gen,Male,Non-Student of Color,-,4.12,3.77,Undecided,4.50,5.00,3.30,4,5,5,5,5,4,4,4,3,4,5,5,5,5,5,1,1,0,0,0,1,1,0,1,0,1,0,,1,4,2,4,3,4,4,2,4,3,3,4,2,1,"I admittedly want something small and cozy, as long as I have my loved ones close I'm happy and satisfied with life. I just hope that the process of going through college will help me support them the way they deserve.","As selfish as it sounds, be open and accepting of my anxieties and help me navigate them and plan paths forward for the future."
8056097191,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Student of Color,Retained,3.45,1.34,No Longer Enrolled at Institution,3.63,4,2.8,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,1,1,1,0,0,1,1,1,1,1,0,0,,1,4,3,2,3,4,4,4,2,1,1,3,3,6,,
8058604018,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.58,2.99,Arts and Humanities,3.875,3.8,2.4,3,4,3,5,4,4,4,4,4,2,4,4,3,3,5,1,1,1,0,1,0,0,1,0,1,1,0,,1,3,2,2,2,2,4,3,4,1,1,4,2,2,I've found what I'm most passionate about and am fully equipped with the tools that I need to be successful in life.,Checking in with me because I'm not the best at sharing what's on my mind.
8069003701,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Student of Color,Retained,4.32,3.18,Math and Natural Sciences,3.38,4.2,2.1,4,4,2,2,5,4,3,3,3,2,4,4,4,4,5,1,1,1,1,1,1,1,1,1,0,1,0,,1,2,1,3,2,4,2,2,2,2,1,3,5,3,"Leading a successful life to me looks like working my dream job or playing professional basketball. I want to have enough money to support myself and my family and be comfortable. I want a wife and kids. I also want to reside on the west coast, living a healthy and balanced lifestyle.",L&C faculty could support me by just being there to help me when I need. I will likely need help just planning out my days and being able to stay on top of school work and sports.
8077966548,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.08,3.97,Arts and Humanities,4.25,4.8,2.8,5,5,4,4,4,4,5,3,3,2,4,5,5,5,5,1,1,1,0,0,1,0,0,0,0,1,0,,1,4,4,2,3,3,4,3,3,1,1,4,3,2,"My dream, in the most broad sense, is to be able to make a career out of acting, whether that be in Broadway or in local Oregon theaters. I would like to finally have confidence in myself and stop letting my mental illnesses control my life. I’d like a cat. Mostly, I would like to be successful, whether that be personally or professionally. And, in the state that our country is right now, I’d like some stability.","Accept accommodations and understand that mental health is a constant struggle and a constant journey. Be kind. Be supportive. Please be there for students, even when they’re nervous and ask a million questions."
8080305498,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Not Retained,4.23,No GPA - did not complete first term,No Longer Enrolled at Institution,3.5,4,3.3,4,4,2,4,4,4,2,4,2,2,4,4,4,4,4,1,1,1,0,0,1,0,0,1,0,1,0,,1,4,4,4,3,3,4,4,4,2,1,3,2,2,"In the future, my life would consist of financial security and stability, growth, healthy relationships, and confidence.","Maintain an open mind or understanding for the difficult circumstances that comes with college, especially during a pandemic."
8083387215,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,3.93,3.75,Undecided,3.25,3.00,2.10,4,3,2,4,4,3,3,3,1,2,2,4,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,,1,3,3,2,2,3,3,2,1,1,1,2,2,3,,
8083523660,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.98,3.43,Arts and Humanities,3.75,4,2.1,5,4,3,3,4,3,4,4,4,4,4,4,4,4,4,1,1,0,1,0,0,0,0,0,0,0,0,,1,3,3,3,2,2,3,1,2,1,1,4,3,4,I want to live abroad for a few years after college. I am a successful author and don’t need financial help form friends or family.,L&C can support me and help me be successful this year by making sure that I’m ok and that I am enjoying college and my classes.
8095323311,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.94,2.87,Social Sciences,3.38,4.6,2,4,5,2,4,2,4,3,3,4,1,5,5,4,5,4,1,0,0,0,0,0,0,0,1,0,1,0,,1,2,1,2,2,2,3,3,3,1,1,2,2,2,"I am happy, teaching and learning about our earth. I have life life and work on the side, but understand that my work is impactful.",Help me navigate different opportunities and pushing myself.
8096814207,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.02,3.09,Social Sciences,4,4.2,1.2,5,3,1,3,5,5,5,5,4,4,5,5,3,3,5,1,1,1,0,0,1,1,1,0,1,0,0,,1,1,1,3,1,1,1,1,1,1,1,3,2,1,im drinking martinis on my lake como estate after retiring at 35,exist i guess. i'm fairly self sufficient so i don't need much to keep me company
8112845713,22/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,Retained,Unavailable,3.40,Arts and Humanities,4,4,2.9,5,4,5,4,4,4,3,3,4,3,3,4,5,4,4,1,1,1,1,1,1,1,1,1,0,1,0,,1,4,3,3,3,2,3,4,4,2,1,4,3,2,"I'd simply like to have a better understanding on what I can offer and what's going on around me. I'd like to be able to take my work around different places and keep getting to know different areas and forms of living. I'd love to be traveling somewhat and working in the outdoors, maybe on little farms here and there, and making friends along the way. I wouldn't mind living simply at all, I think I'd want to be able to stay in touch with family but also feel like I can wander off and keep exploring.","I'm very nervous for academics and grades. I feel excited to explore the area and find like-minded people around but can't ignore that feeling of anxiousness. I think it might help to find study groups and build relationships with teachers, but honestly I couldn't know and therefore say what will help me since I haven't got a clue what this is all going to look like though I also feel I'll be able to feel comfortable to reach out and ask for whatever I need once I understand what that is."
8115198586,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.18,3.77,No Longer Enrolled at Institution,3.75,3.8,2.9,4,4,2,3,4,4,5,4,3,4,4,4,3,4,4,1,0,0,0,1,1,0,0,0,0,1,0,,1,4,3,2,3,4,3,4,4,1,1,6,4,3,I am working in the field in some cool area of the world (Germany?) studying ecosystems. I live in the city and love my job however have a life outside of it.,It would be helpful to learn about all the different opportunities LC has to offer about ecology and other earth sciences.
8126471004,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.98,3.21,Math and Natural Sciences,2.875,3.2,2.5,4,3,3,2,3,4,2,2,2,3,3,3,3,3,4,1,1,1,1,0,1,0,0,1,0,1,0,,1,2,4,4,3,3,4,1,2,1,1,3,4,3,"Life is hectic. I have sold the license to my software for the Big Bucks(tm) and am, for for my 29th birthday, on a trip to France for 3 weeks with my wife, and 3 or 4 of my college friends. I work from 5pm to 9pm for a nonprofit which helps kids and families pay for travel and outdoor recreation.","I have genuinely no clue - I’m just gonna take my classes, and try to make friends and ask for help whenever I think of anything"
8128660489,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.64,2.97,Math and Natural Sciences,4,3.6,3,5,4,4,4,4,4,4,3,3,3,4,4,4,3,3,1,1,1,1,0,1,0,1,1,1,1,0,,1,4,3,4,3,4,3,3,3,2,1,4,4,4,"I want to travel a lot. Take jobs in other countries and states. Do work pertaining to law. I don’t want to have a big house or a fancy car and I want to live in different places or make enough money to move around a lot, maybe that’s by working remotely. I want to be happy and be successful enough to prioritize travel over material things. I don’t want to live paycheck to paycheck.",Help with planning how to navigate college expenses. Help with finding internships and jobs for summers. Guidance on getting into law school and managing that stress.
8134204235,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.04,3.72,No Longer Enrolled at Institution,4,4.6,2.4,3,5,2,4,5,5,5,3,4,3,5,5,4,4,5,1,0,1,0,0,1,0,1,0,0,0,0,,1,4,3,3,2,3,3,2,2,1,1,4,6,2,"I am coaching soccer for a local club team, have a success career as a physical therapist or pharmacist, and live in a tasteful yet practical house. I will not have kids or a husband but I will be surrounded by friends and family. I will travel 2 times a year to somewhere new.",
8134613391,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,4.86,3.98,Math and Natural Sciences,4.13,4.8,2.8,4,5,4,5,5,4,3,3,3,3,5,5,4,5,5,0,1,1,1,0,1,1,1,0,0,1,0,,1,3,3,2,4,3,4,3,4,1,1,3,5,2,"I would love be in a place where I don't have to sit in a desk all day in order to work. I'd lvoe to be doing some sort of research or working in the outdoors. I don't need a lot of money, but I'd like a salary big enough to help support me and my family to come. I know I want kids, so I'd like to be well off enough to give them a good life. I'd like to move somewhere where the outdoors is a big part of life because I'm a super active person and I want my kids to grow up with that as a large value in our family.",I mostly would like the staff to be friendly and available if I need help in a class or support in any other areas.
8135273503,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,3.83,3.44,Social Sciences,3.63,3.8,3.3,4,5,3,5,4,3,2,3,4,1,4,5,2,3,5,0,1,1,1,0,0,0,1,1,0,1,0,,1,4,4,4,3,4,4,4,4,1,1,4,4,4,,
8139874489,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.68,3.04,Social Sciences,3.625,4,2.4,4,3,4,3,3,5,4,3,3,1,4,4,5,4,3,0,1,1,1,1,1,0,0,0,0,0,0,,1,2,4,1,2,3,3,4,3,1,1,3,5,2,I surf almost every day own a home and have a stable source of income. Other basic needs like health care are fully met. Other than that I don't know.,"? these are long term goals, this year I just want to get a feel for what I like"
8156281775,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.58,2.22,Math and Natural Sciences,3.875,3.4,3,4,4,3,4,5,4,4,3,4,3,3,3,3,3,5,1,1,1,1,0,1,0,0,1,1,1,0,,1,4,3,3,3,4,3,2,4,2,2,4,3,4,I would love to be a physician and to be active in the trans community.,Help me figure out how to manage academic stressors.
8159232743,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,-,4.55,4.00,Undecided,3.38,4.00,2.40,4,4,2,2,5,4,3,3,3,3,4,4,4,4,4,1,1,0,0,1,0,0,0,0,0,0,0,,1,4,3,4,3,2,2,2,2,1,1,5,5,3,I would like to be teaching abroad in Asia for a few years after graduating from my masters. After doing so I would like to take part time school to receive my doctorate while working. Then I would like to become a professor at a college. Hopefully I am traveling a lot to many countries while teaching abroad and living a fun and exciting life.,
8165330248,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.05,4.00,Undecided,3.38,3.80,1.80,4,3,3,4,4,3,3,3,3,2,4,4,3,4,4,0,1,1,1,0,0,1,0,0,0,1,0,,1,2,2,1,2,3,1,3,2,1,1,3,2,1,,
8169668306,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.10,3.70,Arts and Humanities,3.375,3.8,1.6,4,5,2,2,4,4,4,2,,,3,4,4,4,4,1,1,1,1,0,1,0,1,0,0,1,0,,1,2,1,1,2,2,2,2,2,1,1,6,4,3,,
8174875773,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,Unavailable,3.64,Social Sciences,3.75,4.2,1.9,5,4,2,3,5,4,4,3,3,2,3,5,5,4,4,0,1,1,1,0,1,0,1,0,0,1,0,,1,2,2,2,2,2,2,2,3,1,1,6,3,3,At some point in my future I would like to have a job that consists of helping people or the environment in some way but can also bring in a stable income.,I'm not sure yet.
8180830144,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.63,3.13,Undecided,3.75,4.4,3,4,4,1,5,5,5,4,2,3,1,4,5,4,4,5,1,1,1,1,1,0,0,0,1,0,1,0,,1,3,2,4,3,4,4,3,3,3,1,3,5,2,I got a job as a construction manager and just put a down payment on a house.,guide me to the best major and supply me with the tools I need.
8185696534,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Student of Color,Retained,3.86,2.17,Social Sciences,4.38,4.6,3.2,5,5,4,5,5,4,3,4,4,1,4,5,4,5,5,0,1,0,1,0,0,0,0,1,0,1,0,,1,4,3,3,4,4,4,3,4,2,1,3,2,2,I am thinking of living at home until I can get a stable job and stable income to the point where i can get my own place.,Just be there for me and listen when I need help.
8187462677,23/FA,"First-Time, First-Year",Not Pell,First Gen,Male,International,-,Unavailable,4.00,Undecided,3.63,3.80,3.00,2,4,4,2,5,2,5,5,4,3,3,4,4,3,5,1,1,0,1,1,1,1,1,1,1,1,0,,1,4,3,4,2,3,3,4,3,2,2,6,3,5,,
8192099327,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.49,3.93,Undecided,4.38,4.40,3.00,5,5,4,3,5,4,5,4,4,2,4,5,4,4,5,1,1,1,0,1,1,0,0,0,0,1,0,,1,4,3,4,4,3,2,4,3,2,1,4,2,3,"I have a career that I enjoy and that pays me enough to be able to afford to live on my own in an apartment. I might pursue further education if I can afford it. I'd like to eventually be a homeowner, but not until after I've settled into a career.",I suppose some counselling or advice about how to select a major with the goal of a fulfilling career in mind. I'm not sure what I want to major in yet so figuring that out will be one of my priorities.
8217171946,23/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,-,4.26,3.68,Undecided,3.00,2.80,3.20,4,4,2,2,4,4,2,2,4,1,2,3,3,3,3,1,1,1,1,0,0,0,1,0,0,1,0,,1,4,4,4,4,3,4,4,2,2,1,3,3,,,
8218809677,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,-,4.30,3.43,Undecided,4.00,3.60,2.20,4,5,4,3,5,4,4,3,4,3,2,5,4,3,4,1,1,0,1,0,1,0,0,1,1,1,0,,1,4,2,3,3,3,2,1,2,1,1,3,2,3,"After I am done with school, I hope to be an elementary school teacher using ASL in my classroom. I'm unsure where I want to live or teach, but somewhere near nature.","To help me be successful, it would be helpful to hear exactly what I need to do between now and graduation so I can be prepared."
8223280855,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.29,3.28,Undecided,2.75,3.40,2.40,5,4,2,1,4,2,3,1,4,2,2,4,4,4,3,1,1,0,1,1,1,1,1,0,0,0,0,,1,2,3,2,3,3,3,4,1,2,1,3,5,1,I want to be able to do a job that i enjoy and live in a place that I enjoy livjng,"I am not sure yet, maybe help towards finding what career I would be best suited for"
8247454930,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,International,-,4.15,3.68,Undecided,3.50,4.00,2.40,4,3,2,4,4,4,4,3,3,2,4,4,5,3,4,0,0,1,0,1,1,0,0,0,0,0,0,,1,4,2,2,3,2,3,4,2,1,1,4,3,5,"I am settled in India working in the Indian Film Industry, and my family is living near me.","I believe oppurtunites to clear out any academic doubts with faculty will be very helpful. Also, I would like guidance from the staff on how to map out my time at Lewis and Clark in order to achieve my goal."
8249837442,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,4.72,3.98,Math and Natural Sciences,4,3.6,2.6,4,4,3,4,5,5,4,3,4,4,3,4,4,3,4,0,1,0,1,0,1,0,0,0,1,0,0,,1,4,2,3,3,3,4,1,4,1,1,4,3,3,"I've graduated from a good grad program in whatever subfield I decide to study and I'm working as some sort of educator, professor, teacher, whatever. I have no expectations on where to live or any of that, I kinda just want to go where ever I need.","I think just building relationships with faculty to help with graduate applications. Finding research opportunities or internships with a biology professor. But I think overall just having professors help when I need it, with coursework or something outside of class."
8252131410,22/FA,"First-Time, First-Year",Not Pell,First Gen,Female,Student of Color,Retained,3.59,2.73,Undecided,4.38,3.4,3,5,4,5,4,5,4,4,4,4,3,3,4,3,3,4,0,0,1,1,1,0,0,1,0,0,0,0,,1,2,4,3,4,3,4,4,4,1,1,3,2,4,,
8260137010,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,Retained,3.55,2.97,Math and Natural Sciences,3.625,2.4,3.3,4,3,3,5,4,3,5,2,3,3,1,2,4,1,4,1,1,1,0,1,1,0,0,0,0,0,0,,1,4,3,4,4,4,2,4,2,2,4,4,2,3,,
8284640240,23/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Male,Non-Student of Color,-,4.08,3.60,Undecided,3.13,3.80,2.00,4,4,2,4,3,2,4,2,4,3,4,4,3,4,4,1,0,0,1,0,0,0,0,0,0,1,0,,1,2,2,3,2,2,2,3,2,1,1,3,3,2,"I'm making enough money to not worry about paying bills and doing something meaningful and hopefully having a positive impact on people. Also, I'm still able to enjoy and keep doing my hobbies.","Just help out when I ask a question, tell us about resources that are available and be there for support when students need it"
8294324561,22/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Not Retained,4.00,3.93,No Longer Enrolled at Institution,4.13,4.8,2.1,5,4,4,5,4,4,4,3,4,4,4,5,5,5,5,1,1,1,1,1,1,0,0,1,0,1,0,,1,2,2,1,2,3,3,2,4,1,1,3,5,4,,
8315798860,21/FA,"First-Time, First-Year",Pell,Not 1st Gen,Female,Student of Color,Retained,4.08,3.67,Math and Natural Sciences,4.125,4.6,3.3,4,3,4,4,5,4,5,4,3,4,5,5,4,4,5,1,1,1,0,1,1,1,0,1,1,1,0,,1,4,3,4,4,4,4,4,4,1,1,7,7,5,"I would love to have traveled and be known for contributions to the sciences. I would love to contribute to mycology potentially in medicine or environmental science. I would be able to support myself, children (one or two), a pet, and a spouse. I would love to travel frequently for leisure and work. I would love to spend time outdoors too.",Just as I continue learning I would appreciate being introduced to opportunities and connections with others
8335448823,21/FA,"First-Time, First-Year",Not Pell,Not 1st Gen,Female,Non-Student of Color,Retained,Unavailable,3.53,Social Sciences,3.125,3.2,2.5,3,4,2,4,3,4,3,2,3,1,3,4,2,3,4,0,1,1,1,0,0,0,0,0,0,1,0,,1,3,3,3,3,3,3,3,2,1,1,5,2,2,I’m not sure. I want to figure out how to make my interests into a career.,Mental health seems to be a huge issue with people these days. Finding a balance between taking care of yourself and getting good grades is going to be hard for me.
